timestamp,btc_price,up_token_price,down_token_price
2026-07-28T06:50:04Z,63550.02,,
2026-07-28T06:50:05Z,63550.02,0.50,0.50
2026-07-28T06:50:06Z,63550.01,0.45,0.56
2026-07-28T06:50:07Z,63550.01,0.45,0.56
2026-07-28T06:50:08Z,63550.02,0.41,0.58
2026-07-28T06:50:09Z,63550.01,0.42,0.57
2026-07-28T06:50:10Z,63550.01,0.42,0.57
2026-07-28T06:50:11Z,63547.99,0.39,0.61
2026-07-28T06:50:12Z,63547.99,0.38,0.62
2026-07-28T06:50:13Z,63545.39,0.38,0.62
2026-07-28T06:50:14Z,63545.39,0.38,0.62
2026-07-28T06:50:15Z,63545.39,0.38,0.62
2026-07-28T06:50:16Z,63545.38,0.38,0.62
2026-07-28T06:50:17Z,63545.38,0.38,0.62
2026-07-28T06:50:18Z,63545.38,0.38,0.62
2026-07-28T06:50:19Z,63545.39,0.39,0.61
2026-07-28T06:50:20Z,63545.38,0.39,0.61
2026-07-28T06:50:21Z,63545.38,0.39,0.61
2026-07-28T06:50:22Z,63545.38,0.42,0.57
2026-07-28T06:50:23Z,63545.38,0.41,0.59
2026-07-28T06:50:24Z,63545.39,0.40,0.60
2026-07-28T06:50:25Z,63545.38,0.39,0.61
2026-07-28T06:50:26Z,63545.38,0.38,0.62
2026-07-28T06:50:27Z,63545.38,0.38,0.62
2026-07-28T06:50:28Z,63545.38,0.38,0.62
2026-07-28T06:50:29Z,63615.11,0.77,0.23
2026-07-28T06:50:30Z,63614.74,0.86,0.14
2026-07-28T06:50:31Z,63614.74,0.88,0.12
2026-07-28T06:50:32Z,63614.74,0.88,0.12
2026-07-28T06:50:33Z,63614.74,0.88,0.12
2026-07-28T06:50:34Z,63614.74,0.88,0.12
2026-07-28T06:50:35Z,63614.74,0.88,0.12
2026-07-28T06:50:36Z,63614.73,0.88,0.12
2026-07-28T06:50:37Z,63614.74,0.86,0.14
2026-07-28T06:50:38Z,63614.74,0.86,0.14
2026-07-28T06:50:39Z,63617.56,0.86,0.14
2026-07-28T06:50:40Z,63617.56,0.89,0.11
2026-07-28T06:50:41Z,63617.99,0.88,0.12
2026-07-28T06:50:42Z,63618.00,0.89,0.11
2026-07-28T06:50:43Z,63618.00,0.89,0.11
2026-07-28T06:50:44Z,63618.00,0.89,0.11
2026-07-28T06:50:45Z,63618.00,0.89,0.11
2026-07-28T06:50:46Z,63618.00,0.89,0.11
2026-07-28T06:50:47Z,63618.00,0.89,0.11
2026-07-28T06:50:48Z,63618.00,0.88,0.12
2026-07-28T06:50:49Z,63617.99,0.88,0.12
2026-07-28T06:50:50Z,63618.00,0.88,0.12
2026-07-28T06:50:51Z,63618.00,0.88,0.12
2026-07-28T06:50:52Z,63618.00,0.88,0.12
2026-07-28T06:50:53Z,63618.00,0.88,0.12
2026-07-28T06:50:54Z,63618.00,0.88,0.12
2026-07-28T06:50:55Z,63618.00,0.89,0.11
2026-07-28T06:50:56Z,63618.00,0.89,0.11
2026-07-28T06:50:57Z,63618.00,0.88,0.12
2026-07-28T06:50:58Z,63617.99,0.89,0.11
2026-07-28T06:50:59Z,63618.00,0.89,0.11
2026-07-28T06:51:00Z,63617.99,0.89,0.11
2026-07-28T06:51:01Z,63618.00,0.90,0.11
2026-07-28T06:51:03Z,63618.00,0.90,0.11
2026-07-28T06:51:04Z,63618.00,0.91,0.10
2026-07-28T06:51:05Z,63618.00,0.91,0.10
2026-07-28T06:51:06Z,63618.00,0.91,0.10
2026-07-28T06:51:07Z,63618.00,0.91,0.10
2026-07-28T06:51:08Z,63618.00,0.91,0.10
2026-07-28T06:51:09Z,63618.00,0.90,0.11
2026-07-28T06:51:10Z,63618.00,0.90,0.11
2026-07-28T06:51:11Z,63617.99,0.90,0.11
2026-07-28T06:51:12Z,63618.00,0.91,0.10
2026-07-28T06:51:13Z,63617.99,0.92,0.08
2026-07-28T06:51:14Z,63618.00,0.92,0.08
2026-07-28T06:51:15Z,63618.00,0.92,0.08
2026-07-28T06:51:16Z,63618.00,0.92,0.08
2026-07-28T06:51:17Z,63618.00,0.93,0.08
2026-07-28T06:51:18Z,63617.99,0.92,0.08
2026-07-28T06:51:19Z,63618.00,0.92,0.08
2026-07-28T06:51:20Z,63618.00,0.93,0.08
2026-07-28T06:51:21Z,63618.00,0.93,0.08
2026-07-28T06:51:22Z,63618.00,0.93,0.08
2026-07-28T06:51:23Z,63618.00,0.92,0.08
2026-07-28T06:51:24Z,63618.00,0.92,0.08
2026-07-28T06:51:25Z,63618.00,0.92,0.08
2026-07-28T06:51:26Z,63618.00,0.92,0.08
2026-07-28T06:51:27Z,63618.00,0.92,0.08
2026-07-28T06:51:28Z,63617.99,0.92,0.08
2026-07-28T06:51:29Z,63617.99,0.93,0.08
2026-07-28T06:51:30Z,63617.99,0.93,0.08
2026-07-28T06:51:31Z,63618.00,0.94,0.06
2026-07-28T06:51:32Z,63618.00,0.94,0.06
2026-07-28T06:51:33Z,63618.00,0.94,0.06
2026-07-28T06:51:34Z,63618.00,0.94,0.06
2026-07-28T06:51:35Z,63618.00,0.95,0.04
2026-07-28T06:51:36Z,63618.00,0.94,0.07
2026-07-28T06:51:37Z,63612.01,0.92,0.08
2026-07-28T06:51:38Z,63612.00,0.93,0.08
2026-07-28T06:51:39Z,63612.00,0.93,0.08
2026-07-28T06:51:40Z,63612.01,0.93,0.08
2026-07-28T06:51:41Z,63612.01,0.94,0.07
2026-07-28T06:51:42Z,63612.01,0.94,0.06
2026-07-28T06:51:43Z,63612.01,0.94,0.07
2026-07-28T06:51:44Z,63612.01,0.94,0.07
2026-07-28T06:51:45Z,63612.01,0.94,0.06
2026-07-28T06:51:46Z,63612.01,0.94,0.06
2026-07-28T06:51:47Z,63612.00,0.94,0.06
2026-07-28T06:51:48Z,63612.01,0.94,0.06
2026-07-28T06:51:49Z,63612.01,0.94,0.06
2026-07-28T06:51:50Z,63612.01,0.94,0.06
2026-07-28T06:51:51Z,63612.01,0.94,0.06
2026-07-28T06:51:52Z,63612.01,0.94,0.07
2026-07-28T06:51:53Z,63612.01,0.94,0.07
2026-07-28T06:51:54Z,63612.00,0.94,0.07
2026-07-28T06:51:55Z,63612.01,0.94,0.07
2026-07-28T06:51:56Z,63612.01,0.95,0.04
2026-07-28T06:51:57Z,63612.00,0.95,0.04
2026-07-28T06:51:58Z,63612.00,0.95,0.04
2026-07-28T06:51:59Z,63612.01,0.95,0.04
2026-07-28T06:52:00Z,63612.01,0.95,0.04
2026-07-28T06:52:01Z,63612.01,0.96,0.04
2026-07-28T06:52:02Z,63612.01,0.96,0.04
2026-07-28T06:52:03Z,63612.01,0.96,0.04
2026-07-28T06:52:04Z,63612.00,0.96,0.04
2026-07-28T06:52:05Z,63612.01,0.96,0.04
2026-07-28T06:52:06Z,63612.00,0.96,0.04
2026-07-28T06:52:07Z,63612.01,0.96,0.04
2026-07-28T06:52:08Z,63612.00,0.96,0.04
2026-07-28T06:52:09Z,63612.00,0.96,0.04
2026-07-28T06:52:10Z,63612.01,0.96,0.04
2026-07-28T06:52:11Z,63612.01,0.96,0.04
2026-07-28T06:52:12Z,63612.01,0.95,0.04
2026-07-28T06:52:13Z,63612.01,0.95,0.04
2026-07-28T06:52:14Z,63612.01,0.95,0.04
2026-07-28T06:52:15Z,63612.01,0.95,0.04
2026-07-28T06:52:16Z,63612.00,0.95,0.04
2026-07-28T06:52:17Z,63612.00,0.95,0.04
2026-07-28T06:52:18Z,63612.00,0.96,0.04
2026-07-28T06:52:19Z,63612.01,0.96,0.04
2026-07-28T06:52:20Z,63612.01,0.96,0.04
2026-07-28T06:52:21Z,63612.01,0.96,0.04
2026-07-28T06:52:22Z,63612.01,0.96,0.04
2026-07-28T06:52:23Z,63612.01,0.96,0.04
2026-07-28T06:52:24Z,63612.01,0.96,0.04
2026-07-28T06:52:25Z,63612.01,0.96,0.04
2026-07-28T06:52:26Z,63612.00,0.96,0.04
2026-07-28T06:52:27Z,63612.00,0.96,0.04
2026-07-28T06:52:28Z,63612.00,0.96,0.04
2026-07-28T06:52:29Z,63612.01,0.96,0.04
2026-07-28T06:52:30Z,63612.01,0.96,0.04
2026-07-28T06:52:31Z,63612.00,0.96,0.04
2026-07-28T06:52:32Z,63612.01,0.96,0.04
2026-07-28T06:52:33Z,63612.01,0.96,0.04
2026-07-28T06:52:34Z,63612.00,0.96,0.04
2026-07-28T06:52:35Z,63612.01,0.96,0.04
2026-07-28T06:52:36Z,63612.01,0.96,0.04
2026-07-28T06:52:37Z,63612.00,0.96,0.04
2026-07-28T06:52:38Z,63612.00,0.96,0.04
2026-07-28T06:52:39Z,63612.01,0.50,0.50
2026-07-28T06:52:40Z,63612.00,0.96,0.04
2026-07-28T06:52:41Z,63612.01,0.96,0.04
2026-07-28T06:52:42Z,63612.01,0.96,0.04
2026-07-28T06:52:43Z,63612.00,0.96,0.04
2026-07-28T06:52:44Z,63612.00,0.96,0.04
2026-07-28T06:52:45Z,63612.01,0.96,0.04
2026-07-28T06:52:46Z,63612.01,0.96,0.04
2026-07-28T06:52:47Z,63612.01,0.96,0.04
2026-07-28T06:52:48Z,63612.01,0.96,0.04
2026-07-28T06:52:49Z,63612.01,0.96,0.04
2026-07-28T06:52:50Z,63612.00,0.96,0.04
2026-07-28T06:52:51Z,63612.01,0.50,0.50
2026-07-28T06:52:52Z,63612.01,0.96,0.04
2026-07-28T06:52:53Z,63612.01,0.96,0.04
2026-07-28T06:52:54Z,63612.01,0.96,0.04
2026-07-28T06:52:55Z,63612.01,0.96,0.04
2026-07-28T06:52:56Z,63612.01,0.96,0.04
2026-07-28T06:52:57Z,63612.01,0.96,0.04
2026-07-28T06:52:58Z,63612.01,0.96,0.04
2026-07-28T06:52:59Z,63612.01,0.96,0.04
2026-07-28T06:53:00Z,63612.01,0.96,0.04
2026-07-28T06:53:01Z,63612.01,0.96,0.04
2026-07-28T06:53:02Z,63612.01,0.96,0.04
2026-07-28T06:53:03Z,63612.00,0.96,0.04
2026-07-28T06:53:04Z,63612.00,0.96,0.04
2026-07-28T06:53:05Z,63612.01,0.96,0.04
2026-07-28T06:53:06Z,63612.01,0.97,0.03
2026-07-28T06:53:07Z,63612.01,0.97,0.03
2026-07-28T06:53:08Z,63612.01,0.97,0.03
2026-07-28T06:53:09Z,63612.00,0.97,0.03
2026-07-28T06:53:10Z,63612.00,0.97,0.03
2026-07-28T06:53:11Z,63612.01,0.97,0.03
2026-07-28T06:53:12Z,63612.00,0.97,0.03
2026-07-28T06:53:13Z,63609.50,0.97,0.03
2026-07-28T06:53:14Z,63609.51,0.97,0.03
2026-07-28T06:53:15Z,63609.51,0.97,0.03
2026-07-28T06:53:16Z,63609.51,0.97,0.03
2026-07-28T06:53:17Z,63609.50,0.97,0.03
2026-07-28T06:53:18Z,63609.51,0.97,0.03
2026-07-28T06:53:19Z,63609.51,0.97,0.03
2026-07-28T06:53:20Z,63609.51,0.97,0.03
2026-07-28T06:53:21Z,63609.51,0.98,0.01
2026-07-28T06:53:22Z,63609.51,0.98,0.01
2026-07-28T06:53:23Z,63609.51,0.98,0.01
2026-07-28T06:53:24Z,63609.51,0.98,0.01
2026-07-28T06:53:25Z,63609.51,0.98,0.01
2026-07-28T06:53:26Z,63609.51,0.98,0.01
2026-07-28T06:53:27Z,63609.50,0.98,0.01
2026-07-28T06:53:28Z,63609.50,0.98,0.01
2026-07-28T06:53:29Z,63609.51,0.98,0.01
2026-07-28T06:53:30Z,63609.50,0.98,0.01
2026-07-28T06:53:31Z,63609.50,0.98,0.01
2026-07-28T06:53:32Z,63609.51,0.98,0.01
2026-07-28T06:53:33Z,63609.50,0.98,0.01
2026-07-28T06:53:34Z,63609.50,0.98,0.01
2026-07-28T06:53:35Z,63609.50,0.98,0.01
2026-07-28T06:53:36Z,63609.50,0.98,0.01
2026-07-28T06:53:37Z,63609.51,0.98,0.01
2026-07-28T06:53:38Z,63609.51,0.98,0.01
2026-07-28T06:53:39Z,63609.51,0.98,0.01
2026-07-28T06:53:40Z,63609.50,0.98,0.01
2026-07-28T06:53:41Z,63609.50,0.98,0.01
2026-07-28T06:53:42Z,63609.51,0.98,0.01
2026-07-28T06:53:43Z,63609.51,0.98,0.01
2026-07-28T06:53:44Z,63609.51,0.98,0.01
2026-07-28T06:53:45Z,63609.51,0.98,0.01
2026-07-28T06:53:46Z,63609.51,0.98,0.01
2026-07-28T06:53:47Z,63609.51,0.98,0.01
