timestamp,btc_price,up_token_price,down_token_price
2026-07-20T04:15:05Z,64705.37,,
2026-07-20T04:15:06Z,64709.16,0.55,0.46
2026-07-20T04:15:07Z,64709.16,0.55,0.46
2026-07-20T04:15:08Z,64709.16,0.55,0.46
2026-07-20T04:15:09Z,64709.16,0.55,0.46
2026-07-20T04:15:10Z,64709.16,0.55,0.46
2026-07-20T04:15:11Z,64706.01,0.55,0.46
2026-07-20T04:15:12Z,64706.01,0.55,0.46
2026-07-20T04:15:13Z,64706.01,0.55,0.46
2026-07-20T04:15:14Z,64706.00,0.55,0.46
2026-07-20T04:15:15Z,64706.00,0.55,0.46
2026-07-20T04:15:16Z,64706.00,0.55,0.46
2026-07-20T04:15:17Z,64706.00,0.55,0.46
2026-07-20T04:15:18Z,64706.00,0.55,0.46
2026-07-20T04:15:19Z,64706.01,0.55,0.46
2026-07-20T04:15:20Z,64704.56,0.55,0.46
2026-07-20T04:15:21Z,64704.56,0.55,0.46
2026-07-20T04:15:22Z,64704.56,0.55,0.46
2026-07-20T04:15:23Z,64704.55,0.55,0.46
2026-07-20T04:15:24Z,64704.56,0.55,0.46
2026-07-20T04:15:25Z,64704.55,0.55,0.46
2026-07-20T04:15:26Z,64704.56,0.55,0.46
2026-07-20T04:15:27Z,64704.56,0.55,0.46
2026-07-20T04:15:28Z,64704.55,0.55,0.46
2026-07-20T04:15:29Z,64704.55,0.55,0.46
2026-07-20T04:15:30Z,64704.55,0.55,0.46
2026-07-20T04:15:31Z,64704.55,0.55,0.46
2026-07-20T04:15:32Z,64704.55,0.55,0.46
2026-07-20T04:15:33Z,64704.56,0.55,0.46
2026-07-20T04:15:34Z,64704.56,0.55,0.46
2026-07-20T04:15:35Z,64704.55,0.55,0.46
2026-07-20T04:15:36Z,64703.25,0.55,0.46
2026-07-20T04:15:37Z,64703.25,0.55,0.46
2026-07-20T04:15:38Z,64703.25,0.55,0.46
2026-07-20T04:15:39Z,64703.25,0.55,0.46
2026-07-20T04:15:40Z,64702.79,0.55,0.46
2026-07-20T04:15:41Z,64702.78,0.55,0.46
2026-07-20T04:15:42Z,64702.78,0.55,0.46
2026-07-20T04:15:43Z,64702.79,0.55,0.46
2026-07-20T04:15:44Z,64702.78,0.55,0.46
2026-07-20T04:15:45Z,64702.79,0.55,0.46
2026-07-20T04:15:46Z,64702.78,0.55,0.46
2026-07-20T04:15:47Z,64702.78,0.55,0.46
2026-07-20T04:15:48Z,64701.06,0.55,0.46
2026-07-20T04:15:49Z,64700.00,0.55,0.46
2026-07-20T04:15:50Z,64700.00,0.55,0.46
2026-07-20T04:15:51Z,64700.01,0.55,0.46
2026-07-20T04:15:52Z,64700.00,0.51,0.49
2026-07-20T04:15:53Z,64700.00,0.51,0.49
2026-07-20T04:15:54Z,64700.00,0.51,0.49
2026-07-20T04:15:55Z,64700.00,0.51,0.49
2026-07-20T04:15:56Z,64698.91,0.51,0.49
2026-07-20T04:15:57Z,64698.91,0.51,0.49
2026-07-20T04:15:58Z,64698.91,0.49,0.51
2026-07-20T04:15:59Z,64698.91,0.49,0.51
2026-07-20T04:16:00Z,64698.91,0.49,0.51
2026-07-20T04:16:01Z,64698.91,0.49,0.51
2026-07-20T04:16:02Z,64698.91,0.47,0.53
2026-07-20T04:16:03Z,64698.91,0.47,0.53
2026-07-20T04:16:04Z,64698.92,0.47,0.53
2026-07-20T04:16:05Z,64698.92,0.47,0.53
2026-07-20T04:16:06Z,64698.92,0.47,0.53
2026-07-20T04:16:07Z,64698.92,0.47,0.53
2026-07-20T04:16:08Z,64698.92,0.47,0.53
2026-07-20T04:16:09Z,64698.91,0.47,0.53
2026-07-20T04:16:10Z,64698.91,0.47,0.53
2026-07-20T04:16:11Z,64698.91,0.47,0.53
2026-07-20T04:16:12Z,64698.91,0.47,0.53
2026-07-20T04:16:13Z,64698.91,0.46,0.54
2026-07-20T04:16:14Z,64698.27,0.46,0.54
2026-07-20T04:16:15Z,64698.26,0.46,0.54
2026-07-20T04:16:16Z,64698.27,0.46,0.54
2026-07-20T04:16:17Z,64698.27,0.46,0.54
2026-07-20T04:16:18Z,64698.27,0.46,0.54
2026-07-20T04:16:19Z,64698.27,0.46,0.54
2026-07-20T04:16:20Z,64698.26,0.46,0.54
2026-07-20T04:16:21Z,64698.26,0.46,0.54
2026-07-20T04:16:22Z,64698.26,0.46,0.54
2026-07-20T04:16:23Z,64698.26,0.46,0.54
2026-07-20T04:16:24Z,64698.27,0.46,0.54
2026-07-20T04:16:25Z,64698.27,0.46,0.54
2026-07-20T04:16:26Z,64696.02,0.46,0.55
2026-07-20T04:16:27Z,64694.00,0.43,0.56
2026-07-20T04:16:28Z,64694.00,0.43,0.56
2026-07-20T04:16:29Z,64694.00,0.43,0.56
2026-07-20T04:16:30Z,64694.00,0.43,0.56
2026-07-20T04:16:31Z,64693.63,0.43,0.56
2026-07-20T04:16:32Z,64691.78,0.43,0.56
2026-07-20T04:16:33Z,64690.65,0.43,0.56
2026-07-20T04:16:34Z,64690.65,0.43,0.56
2026-07-20T04:16:35Z,64690.65,0.43,0.56
2026-07-20T04:16:36Z,64690.64,0.43,0.56
2026-07-20T04:16:37Z,64690.01,0.43,0.56
2026-07-20T04:16:38Z,64690.00,0.43,0.56
2026-07-20T04:16:39Z,64690.00,0.43,0.56
2026-07-20T04:16:40Z,64690.01,0.43,0.56
2026-07-20T04:16:41Z,64690.01,0.43,0.56
2026-07-20T04:16:42Z,64690.01,0.43,0.56
2026-07-20T04:16:43Z,64690.01,0.43,0.56
2026-07-20T04:16:44Z,64690.01,0.43,0.56
2026-07-20T04:16:45Z,64690.00,0.43,0.56
2026-07-20T04:16:46Z,64690.00,0.43,0.56
2026-07-20T04:16:47Z,64690.00,0.43,0.56
2026-07-20T04:16:48Z,64690.01,0.43,0.56
2026-07-20T04:16:49Z,64690.01,0.43,0.56
2026-07-20T04:16:50Z,64690.00,0.42,0.57
2026-07-20T04:16:51Z,64690.01,0.42,0.57
2026-07-20T04:16:52Z,64690.01,0.42,0.57
2026-07-20T04:16:53Z,64690.01,0.42,0.57
2026-07-20T04:16:54Z,64690.01,0.42,0.57
2026-07-20T04:16:55Z,64690.00,0.42,0.57
2026-07-20T04:16:56Z,64690.01,0.42,0.57
2026-07-20T04:16:57Z,64690.01,0.42,0.57
2026-07-20T04:16:58Z,64690.00,0.42,0.57
2026-07-20T04:16:59Z,64690.00,0.42,0.57
2026-07-20T04:17:00Z,64690.00,0.42,0.57
2026-07-20T04:17:01Z,64690.01,0.42,0.57
2026-07-20T04:17:02Z,64690.01,0.42,0.57
2026-07-20T04:17:03Z,64690.01,0.42,0.57
2026-07-20T04:17:04Z,64690.00,0.42,0.57
2026-07-20T04:17:05Z,64690.00,0.42,0.57
2026-07-20T04:17:06Z,64690.00,0.42,0.57
2026-07-20T04:17:07Z,64690.00,0.42,0.57
2026-07-20T04:17:08Z,64680.01,0.34,0.66
2026-07-20T04:17:09Z,64673.51,0.34,0.67
2026-07-20T04:17:10Z,64673.51,0.34,0.67
2026-07-20T04:17:11Z,64673.51,0.34,0.67
2026-07-20T04:17:12Z,64673.51,0.34,0.67
2026-07-20T04:17:13Z,64673.51,0.34,0.67
2026-07-20T04:17:14Z,64673.51,0.34,0.67
2026-07-20T04:17:15Z,64673.51,0.33,0.68
2026-07-20T04:17:16Z,64673.51,0.33,0.68
2026-07-20T04:17:17Z,64673.50,0.33,0.68
2026-07-20T04:17:18Z,64673.50,0.33,0.68
2026-07-20T04:17:19Z,64673.50,0.33,0.68
2026-07-20T04:17:20Z,64673.50,0.32,0.69
2026-07-20T04:17:21Z,64673.50,0.32,0.69
2026-07-20T04:17:22Z,64670.00,0.30,0.69
2026-07-20T04:17:23Z,64670.00,0.29,0.70
2026-07-20T04:17:24Z,64670.00,0.27,0.73
2026-07-20T04:17:25Z,64664.01,0.27,0.73
2026-07-20T04:17:26Z,64664.01,0.27,0.73
2026-07-20T04:17:27Z,64664.01,0.26,0.74
2026-07-20T04:17:28Z,64654.01,0.23,0.78
2026-07-20T04:17:29Z,64654.01,0.23,0.78
2026-07-20T04:17:30Z,64654.00,0.21,0.79
2026-07-20T04:17:31Z,64654.01,0.21,0.79
2026-07-20T04:17:32Z,64650.00,0.21,0.80
2026-07-20T04:17:33Z,64650.00,0.21,0.80
2026-07-20T04:17:34Z,64650.00,0.18,0.81
2026-07-20T04:17:35Z,64649.26,0.20,0.81
2026-07-20T04:17:36Z,64644.94,0.21,0.80
2026-07-20T04:17:37Z,64644.95,0.21,0.80
2026-07-20T04:17:38Z,64644.27,0.21,0.80
2026-07-20T04:17:39Z,64644.27,0.21,0.80
2026-07-20T04:17:40Z,64644.27,0.21,0.80
2026-07-20T04:17:41Z,64644.28,0.23,0.77
2026-07-20T04:17:42Z,64655.99,0.29,0.71
2026-07-20T04:17:43Z,64661.17,0.30,0.69
2026-07-20T04:17:44Z,64661.17,0.21,0.79
2026-07-20T04:17:45Z,64647.99,0.23,0.77
2026-07-20T04:17:46Z,64647.99,0.23,0.77
2026-07-20T04:17:47Z,64647.99,0.23,0.77
2026-07-20T04:17:48Z,64644.41,0.50,0.50
2026-07-20T04:17:49Z,64644.10,0.23,0.78
2026-07-20T04:17:50Z,64644.10,0.21,0.79
2026-07-20T04:17:51Z,64644.10,0.21,0.79
2026-07-20T04:17:52Z,64644.10,0.21,0.79
2026-07-20T04:17:53Z,64640.00,0.21,0.80
2026-07-20T04:17:54Z,64640.00,0.20,0.81
2026-07-20T04:17:55Z,64640.00,0.20,0.81
2026-07-20T04:17:56Z,64640.01,0.21,0.80
2026-07-20T04:17:57Z,64640.00,0.21,0.79
2026-07-20T04:17:58Z,64640.01,0.23,0.78
2026-07-20T04:17:59Z,64644.00,0.26,0.74
2026-07-20T04:18:00Z,64644.00,0.28,0.72
2026-07-20T04:18:01Z,64644.27,0.21,0.79
2026-07-20T04:18:02Z,64640.00,0.21,0.79
2026-07-20T04:18:03Z,64644.26,0.28,0.72
2026-07-20T04:18:04Z,64645.74,0.24,0.76
2026-07-20T04:18:05Z,64645.74,0.23,0.77
2026-07-20T04:18:06Z,64645.72,0.23,0.77
2026-07-20T04:18:07Z,64642.09,0.23,0.77
2026-07-20T04:18:08Z,64645.52,0.24,0.76
2026-07-20T04:18:09Z,64645.52,0.27,0.73
