timestamp,btc_price,up_token_price,down_token_price
2026-07-24T15:45:05Z,64167.04,,
2026-07-24T15:45:06Z,64167.99,0.51,0.49
2026-07-24T15:45:07Z,64168.00,0.51,0.49
2026-07-24T15:45:08Z,64170.08,0.51,0.49
2026-07-24T15:45:09Z,64170.08,0.51,0.49
2026-07-24T15:45:10Z,64170.08,0.51,0.49
2026-07-24T15:45:11Z,64170.09,0.51,0.49
2026-07-24T15:45:12Z,64170.09,0.51,0.49
2026-07-24T15:45:13Z,64181.99,0.53,0.47
2026-07-24T15:45:14Z,64182.09,0.53,0.47
2026-07-24T15:45:15Z,64182.09,0.53,0.47
2026-07-24T15:45:16Z,64182.10,0.54,0.46
2026-07-24T15:45:17Z,64189.08,0.55,0.46
2026-07-24T15:45:18Z,64185.57,0.55,0.46
2026-07-24T15:45:19Z,64189.09,0.55,0.46
2026-07-24T15:45:20Z,64189.09,0.55,0.46
2026-07-24T15:45:21Z,64189.09,0.55,0.46
2026-07-24T15:45:22Z,64211.32,0.56,0.43
2026-07-24T15:45:23Z,64204.50,0.56,0.43
2026-07-24T15:45:24Z,64204.50,0.57,0.42
2026-07-24T15:45:25Z,64204.50,0.57,0.42
2026-07-24T15:45:26Z,64195.00,0.57,0.42
2026-07-24T15:45:27Z,64195.00,0.57,0.42
2026-07-24T15:45:28Z,64195.00,0.56,0.43
2026-07-24T15:45:29Z,64195.00,0.56,0.45
2026-07-24T15:45:30Z,64195.00,0.56,0.45
2026-07-24T15:45:31Z,64195.00,0.54,0.46
2026-07-24T15:45:32Z,64190.00,0.56,0.45
2026-07-24T15:45:33Z,64190.00,0.56,0.45
2026-07-24T15:45:34Z,64190.01,0.56,0.45
2026-07-24T15:45:35Z,64190.01,0.56,0.45
2026-07-24T15:45:36Z,64190.01,0.55,0.46
2026-07-24T15:45:37Z,64180.01,0.52,0.48
2026-07-24T15:45:38Z,64172.98,0.52,0.48
2026-07-24T15:45:39Z,64172.98,0.51,0.49
2026-07-24T15:45:40Z,64164.62,0.46,0.54
2026-07-24T15:45:41Z,64164.62,0.46,0.54
2026-07-24T15:45:42Z,64164.62,0.49,0.51
2026-07-24T15:45:43Z,64164.62,0.49,0.51
2026-07-24T15:45:44Z,64164.62,0.49,0.51
2026-07-24T15:45:45Z,64164.63,0.51,0.49
2026-07-24T15:45:46Z,64164.63,0.52,0.48
2026-07-24T15:45:47Z,64171.99,0.54,0.46
2026-07-24T15:45:48Z,64174.00,0.49,0.51
