timestamp,btc_price,up_token_price,down_token_price
2026-07-21T05:15:04Z,65534.01,,
2026-07-21T05:15:05Z,65534.00,0.40,0.60
2026-07-21T05:15:06Z,65534.00,0.38,0.62
2026-07-21T05:15:07Z,65532.01,0.38,0.62
2026-07-21T05:15:08Z,65532.01,0.38,0.62
2026-07-21T05:15:09Z,65532.01,0.38,0.62
2026-07-21T05:15:10Z,65532.00,0.35,0.65
2026-07-21T05:15:11Z,65530.01,0.35,0.65
2026-07-21T05:15:12Z,65530.00,0.35,0.65
2026-07-21T05:15:13Z,65530.01,0.36,0.64
2026-07-21T05:15:14Z,65530.01,0.36,0.64
2026-07-21T05:15:15Z,65530.00,0.36,0.64
2026-07-21T05:15:16Z,65530.01,0.36,0.64
2026-07-21T05:15:17Z,65530.01,0.36,0.64
2026-07-21T05:15:18Z,65530.00,0.36,0.64
2026-07-21T05:15:19Z,65530.00,0.36,0.64
2026-07-21T05:15:20Z,65530.01,0.36,0.64
2026-07-21T05:15:21Z,65528.01,0.36,0.64
2026-07-21T05:15:22Z,65528.01,0.36,0.64
2026-07-21T05:15:23Z,65528.01,0.36,0.64
2026-07-21T05:15:24Z,65528.00,0.36,0.64
2026-07-21T05:15:25Z,65528.00,0.36,0.64
2026-07-21T05:15:26Z,65528.01,0.36,0.64
2026-07-21T05:15:27Z,65528.00,0.36,0.64
2026-07-21T05:15:28Z,65528.00,0.36,0.64
2026-07-21T05:15:29Z,65528.00,0.36,0.64
2026-07-21T05:15:30Z,65528.00,0.36,0.64
2026-07-21T05:15:31Z,65528.00,0.36,0.64
2026-07-21T05:15:32Z,65528.00,0.39,0.61
2026-07-21T05:15:33Z,65528.01,0.39,0.61
2026-07-21T05:15:34Z,65528.00,0.39,0.61
2026-07-21T05:15:35Z,65528.01,0.39,0.61
2026-07-21T05:15:36Z,65528.01,0.39,0.61
2026-07-21T05:15:37Z,65528.01,0.39,0.61
2026-07-21T05:15:38Z,65528.00,0.39,0.61
2026-07-21T05:15:39Z,65528.01,0.39,0.61
2026-07-21T05:15:40Z,65528.01,0.40,0.60
2026-07-21T05:15:41Z,65528.00,0.40,0.60
2026-07-21T05:15:42Z,65528.00,0.40,0.60
2026-07-21T05:15:43Z,65528.00,0.40,0.60
2026-07-21T05:15:44Z,65528.01,0.40,0.60
2026-07-21T05:15:45Z,65528.01,0.40,0.60
2026-07-21T05:15:46Z,65528.01,0.40,0.60
2026-07-21T05:15:47Z,65528.01,0.40,0.60
2026-07-21T05:15:48Z,65528.00,0.40,0.60
2026-07-21T05:15:49Z,65528.00,0.40,0.60
2026-07-21T05:15:50Z,65528.00,0.40,0.60
2026-07-21T05:15:51Z,65528.00,0.41,0.59
2026-07-21T05:15:52Z,65528.01,0.41,0.59
2026-07-21T05:15:53Z,65528.01,0.41,0.59
2026-07-21T05:15:54Z,65528.01,0.41,0.59
2026-07-21T05:15:55Z,65528.01,0.40,0.60
2026-07-21T05:15:56Z,65528.00,0.38,0.62
2026-07-21T05:15:57Z,65528.01,0.38,0.62
