timestamp,btc_price,up_token_price,down_token_price
2026-07-18T03:15:04Z,63982.00,,
2026-07-18T03:15:05Z,63982.01,0.46,0.55
2026-07-18T03:15:06Z,63982.01,0.45,0.56
2026-07-18T03:15:07Z,63982.01,0.43,0.56
2026-07-18T03:15:08Z,63982.01,0.42,0.57
2026-07-18T03:15:09Z,63982.01,0.42,0.57
2026-07-18T03:15:10Z,63982.00,0.41,0.58
2026-07-18T03:15:11Z,63982.01,0.41,0.58
2026-07-18T03:15:12Z,63982.01,0.41,0.58
2026-07-18T03:15:13Z,63982.01,0.41,0.58
2026-07-18T03:15:14Z,63982.01,0.41,0.59
2026-07-18T03:15:15Z,63982.01,0.41,0.58
2026-07-18T03:15:16Z,63982.00,0.41,0.58
2026-07-18T03:15:17Z,63982.00,0.42,0.58
2026-07-18T03:15:18Z,63982.00,0.42,0.57
2026-07-18T03:15:19Z,63982.00,0.42,0.57
2026-07-18T03:15:20Z,63982.00,0.43,0.56
2026-07-18T03:15:21Z,63982.01,0.46,0.54
2026-07-18T03:15:22Z,63982.01,0.46,0.54
2026-07-18T03:15:23Z,63982.00,0.46,0.54
2026-07-18T03:15:24Z,63982.01,0.46,0.54
2026-07-18T03:15:25Z,63982.00,0.46,0.54
2026-07-18T03:15:26Z,63982.00,0.46,0.54
2026-07-18T03:15:27Z,63982.01,0.46,0.54
2026-07-18T03:15:28Z,63982.01,0.46,0.54
2026-07-18T03:15:29Z,63982.01,0.47,0.53
2026-07-18T03:15:30Z,63982.00,0.47,0.53
2026-07-18T03:15:31Z,63982.00,0.47,0.53
2026-07-18T03:15:32Z,63982.00,0.47,0.53
2026-07-18T03:15:33Z,63982.01,0.47,0.53
2026-07-18T03:15:34Z,63982.00,0.47,0.53
2026-07-18T03:15:35Z,63982.00,0.48,0.52
2026-07-18T03:15:36Z,63982.00,0.48,0.52
2026-07-18T03:15:37Z,63982.00,0.47,0.53
2026-07-18T03:15:38Z,63982.00,0.47,0.53
2026-07-18T03:15:39Z,63982.01,0.47,0.53
2026-07-18T03:15:40Z,63982.00,0.47,0.53
2026-07-18T03:15:41Z,63982.01,0.47,0.53
2026-07-18T03:15:42Z,63982.01,0.47,0.53
2026-07-18T03:15:43Z,63982.01,0.47,0.53
2026-07-18T03:15:44Z,63982.01,0.47,0.53
2026-07-18T03:15:45Z,63982.01,0.47,0.53
2026-07-18T03:15:46Z,63982.00,0.47,0.53
2026-07-18T03:15:47Z,63982.00,0.47,0.53
2026-07-18T03:15:48Z,63982.00,0.47,0.53
2026-07-18T03:15:49Z,63982.01,0.47,0.53
2026-07-18T03:15:50Z,63982.01,0.47,0.53
2026-07-18T03:15:51Z,63982.00,0.48,0.52
2026-07-18T03:15:52Z,63982.00,0.48,0.52
2026-07-18T03:15:53Z,63982.00,0.48,0.52
2026-07-18T03:15:54Z,63982.00,0.48,0.52
2026-07-18T03:15:55Z,63982.01,0.48,0.52
2026-07-18T03:15:56Z,63982.00,0.48,0.52
2026-07-18T03:15:57Z,63982.00,0.48,0.52
2026-07-18T03:15:58Z,63982.00,0.48,0.52
2026-07-18T03:15:59Z,63982.00,0.48,0.52
2026-07-18T03:16:00Z,63982.01,0.48,0.52
2026-07-18T03:16:01Z,63982.01,0.48,0.52
2026-07-18T03:16:02Z,63982.00,0.48,0.52
2026-07-18T03:16:03Z,63982.00,0.48,0.52
2026-07-18T03:16:04Z,63982.00,0.48,0.52
2026-07-18T03:16:05Z,63982.01,0.48,0.52
2026-07-18T03:16:06Z,63982.01,0.48,0.52
2026-07-18T03:16:07Z,63982.01,0.49,0.51
2026-07-18T03:16:08Z,63982.01,0.49,0.51
2026-07-18T03:16:09Z,63982.00,0.49,0.51
2026-07-18T03:16:10Z,63982.00,0.49,0.51
2026-07-18T03:16:11Z,63982.00,0.48,0.52
2026-07-18T03:16:12Z,63982.01,0.48,0.52
2026-07-18T03:16:13Z,63982.01,0.48,0.52
2026-07-18T03:16:14Z,63982.01,0.48,0.52
2026-07-18T03:16:15Z,63982.01,0.48,0.52
2026-07-18T03:16:16Z,63982.00,0.48,0.52
2026-07-18T03:16:17Z,63982.00,0.48,0.52
2026-07-18T03:16:18Z,63982.00,0.48,0.52
2026-07-18T03:16:19Z,63982.01,0.48,0.52
2026-07-18T03:16:20Z,63982.00,0.48,0.52
2026-07-18T03:16:21Z,63982.01,0.48,0.52
2026-07-18T03:16:22Z,63982.01,0.48,0.52
2026-07-18T03:16:23Z,63982.00,0.49,0.51
2026-07-18T03:16:24Z,63982.01,0.49,0.51
2026-07-18T03:16:25Z,63982.00,0.49,0.51
2026-07-18T03:16:26Z,63982.01,0.49,0.51
2026-07-18T03:16:27Z,63982.01,0.49,0.51
2026-07-18T03:16:28Z,63982.01,0.49,0.51
2026-07-18T03:16:29Z,63982.01,0.49,0.51
2026-07-18T03:16:30Z,63982.01,0.49,0.51
2026-07-18T03:16:31Z,63982.00,0.49,0.51
2026-07-18T03:16:32Z,63982.01,0.49,0.51
2026-07-18T03:16:33Z,63982.01,0.49,0.51
2026-07-18T03:16:34Z,63982.00,0.49,0.51
2026-07-18T03:16:35Z,63982.01,0.49,0.51
2026-07-18T03:16:36Z,63982.00,0.49,0.51
2026-07-18T03:16:37Z,63982.01,0.49,0.51
2026-07-18T03:16:38Z,63982.01,0.49,0.51
2026-07-18T03:16:39Z,63982.00,0.51,0.49
2026-07-18T03:16:40Z,63982.01,0.51,0.49
2026-07-18T03:16:41Z,63982.00,0.51,0.49
2026-07-18T03:16:42Z,63982.00,0.51,0.49
2026-07-18T03:16:43Z,63984.28,0.51,0.49
2026-07-18T03:16:44Z,63984.28,0.54,0.46
2026-07-18T03:16:45Z,63986.57,0.54,0.46
2026-07-18T03:16:46Z,63986.57,0.54,0.46
2026-07-18T03:16:47Z,63986.57,0.54,0.46
2026-07-18T03:16:48Z,63986.57,0.54,0.46
2026-07-18T03:16:49Z,63986.57,0.54,0.46
2026-07-18T03:16:50Z,63986.57,0.54,0.46
2026-07-18T03:16:51Z,63986.56,0.54,0.46
2026-07-18T03:16:52Z,63986.57,0.54,0.46
2026-07-18T03:16:53Z,63986.56,0.54,0.46
2026-07-18T03:16:54Z,63986.56,0.54,0.46
2026-07-18T03:16:55Z,63986.56,0.54,0.46
2026-07-18T03:16:56Z,63986.56,0.54,0.46
2026-07-18T03:16:57Z,63986.56,0.54,0.46
2026-07-18T03:16:58Z,63988.00,0.55,0.46
2026-07-18T03:16:59Z,63988.00,0.55,0.46
2026-07-18T03:17:00Z,63988.00,0.56,0.43
2026-07-18T03:17:01Z,63987.99,0.56,0.43
2026-07-18T03:17:02Z,63987.99,0.56,0.43
2026-07-18T03:17:03Z,63987.99,0.56,0.43
2026-07-18T03:17:04Z,63987.99,0.56,0.43
2026-07-18T03:17:05Z,63988.00,0.56,0.43
2026-07-18T03:17:06Z,63988.00,0.56,0.43
2026-07-18T03:17:07Z,63988.00,0.57,0.42
2026-07-18T03:17:08Z,63988.00,0.57,0.42
2026-07-18T03:17:09Z,63988.00,0.57,0.42
2026-07-18T03:17:10Z,63988.00,0.57,0.42
2026-07-18T03:17:11Z,63987.99,0.57,0.42
2026-07-18T03:17:12Z,63988.00,0.57,0.42
2026-07-18T03:17:13Z,63988.00,0.57,0.42
2026-07-18T03:17:14Z,63987.99,0.57,0.42
2026-07-18T03:17:15Z,63987.99,0.57,0.42
2026-07-18T03:17:16Z,63988.00,0.57,0.42
2026-07-18T03:17:17Z,63988.00,0.57,0.42
2026-07-18T03:17:18Z,63988.00,0.58,0.41
2026-07-18T03:17:19Z,63989.99,0.58,0.41
2026-07-18T03:17:20Z,63990.00,0.58,0.41
2026-07-18T03:17:21Z,63989.99,0.58,0.41
2026-07-18T03:17:22Z,63990.00,0.58,0.41
2026-07-18T03:17:23Z,63989.99,0.58,0.41
2026-07-18T03:17:24Z,63989.99,0.58,0.41
2026-07-18T03:17:25Z,63989.99,0.58,0.41
2026-07-18T03:17:26Z,63989.99,0.58,0.41
2026-07-18T03:17:27Z,63989.99,0.58,0.41
2026-07-18T03:17:28Z,63990.00,0.58,0.41
2026-07-18T03:17:29Z,63990.00,0.58,0.41
2026-07-18T03:17:30Z,63989.99,0.58,0.41
2026-07-18T03:17:31Z,63989.99,0.58,0.41
2026-07-18T03:17:32Z,63990.00,0.57,0.42
2026-07-18T03:17:33Z,63991.82,0.57,0.42
2026-07-18T03:17:34Z,63991.82,0.57,0.42
2026-07-18T03:17:35Z,63991.81,0.57,0.42
2026-07-18T03:17:36Z,63991.81,0.57,0.42
2026-07-18T03:17:37Z,63991.82,0.57,0.42
2026-07-18T03:17:38Z,63991.82,0.57,0.42
2026-07-18T03:17:39Z,63991.81,0.59,0.41
2026-07-18T03:17:40Z,63991.81,0.59,0.41
2026-07-18T03:17:41Z,63991.82,0.59,0.41
2026-07-18T03:17:42Z,63991.82,0.59,0.41
2026-07-18T03:17:43Z,63991.82,0.59,0.41
2026-07-18T03:17:44Z,63991.81,0.59,0.41
2026-07-18T03:17:45Z,63991.81,0.57,0.42
2026-07-18T03:17:46Z,63991.81,0.57,0.42
2026-07-18T03:17:47Z,63991.81,0.57,0.42
2026-07-18T03:17:48Z,63991.82,0.57,0.42
2026-07-18T03:17:49Z,63991.82,0.57,0.42
2026-07-18T03:17:50Z,63991.82,0.57,0.42
2026-07-18T03:17:51Z,63991.82,0.57,0.42
2026-07-18T03:17:52Z,63991.81,0.57,0.42
2026-07-18T03:17:53Z,63991.81,0.57,0.42
2026-07-18T03:17:54Z,63991.82,0.57,0.42
2026-07-18T03:17:55Z,63991.82,0.58,0.41
2026-07-18T03:17:56Z,63991.81,0.58,0.41
2026-07-18T03:17:57Z,63991.82,0.58,0.41
2026-07-18T03:17:58Z,63991.82,0.58,0.41
2026-07-18T03:17:59Z,63991.82,0.58,0.41
2026-07-18T03:18:00Z,63992.00,0.59,0.41
2026-07-18T03:18:01Z,63992.00,0.61,0.39
2026-07-18T03:18:02Z,63992.00,0.61,0.39
2026-07-18T03:18:03Z,63991.99,0.61,0.39
